date,team1,team2,score,championship
2015-03-21,Ternana,Carpi,0-1,B
2015-03-21,Trapani,Bologna,0-0,B
2015-03-21,Modena,Vicenza,1-2,B
2015-03-21,Avellino,Perugia,1-2,B
2015-03-21,Latina,Spezia,1-2,B
2015-03-21,Pro Vercelli,Lanciano,2-1,B
2015-03-21,Entella,Catania,2-0,B
2015-03-21,Crotone,Brescia,2-1,B
2015-03-22,Cesena,Roma,0-1,A
2015-03-22,Parma,Torino,0-2,A
2015-03-22,Sampdoria,Inter,1-0,A
2015-03-22,Napoli,Atalanta,1-1,A
2015-03-22,Juventus,Genoa,1-0,A
2015-03-22,Udinese,Fiorentina,2-2,A
2015-03-22,Lazio,Verona,2-0,A
2015-03-22,Empoli,Sassuolo,3-1,A
2015-03-23,Varese,Frosinone,1-4,B
2015-03-28,Vicenza,Carpi,1-2,B
2015-03-28,Spezia,Pescara,2-2,B
2015-03-28,Bologna,Livorno,2-0,B
2015-03-29,Cittadella,Ternana,0-0,B
2015-03-29,Perugia,Crotone,0-0,B
2015-03-29,Lanciano,Entella,1-0,B
2015-03-29,Modena,Varese,1-1,B
2015-03-29,Brescia,Trapani,1-1,B
2015-03-29,Bari,Pro Vercelli,1-0,B
2015-03-29,Catania,Avellino,1-0,B
2015-04-04,Sassuolo,Chievo,1-0,A
2015-04-04,Roma,Napoli,1-0,A
2015-04-04,Cagliari,Lazio,1-3,A
2015-04-04,Inter,Parma,1-1,A
2015-04-04,Genoa,Udinese,1-1,A
2015-04-04,Atalanta,Torino,1-2,A
2015-04-04,Palermo,Milan,1-2,A
2015-04-04,Fiorentina,Sampdoria,2-0,A
2015-04-04,Juventus,Empoli,2-0,A
2015-04-04,Verona,Cesena,3-3,A
2015-04-05,Cagliari,Parma,4-0,A
2015-04-10,Milan,Napoli,0-4,A
2015-04-10,Empoli,Sassuolo,1-0,A
2015-04-10,Sampdoria,Inter,1-1,A
2015-04-10,Udinese,Genoa,1-1,A
2015-04-10,Lazio,Frosinone,2-0,A
2015-04-10,Palermo,Roma,2-4,A
2015-04-10,Fiorentina,Atalanta,3-0,A
2015-04-10,Juventus,Bologna,3-1,A
2015-04-12,Lazio,Juventus,0-2,A
2015-04-12,Entella,Brescia,0-0,B
2015-04-12,Perugia,Modena,1-0,B
2015-04-13,Perugia,Varese,2-0,B
2015-04-14,Frosinone,Latina,1-0,B
2015-04-15,Genoa,Parma,2-0,A
2015-04-17,Cittadella,Vicenza,0-1,B
2015-04-18,Sampdoria,Cesena,0-0,A
2015-04-18,Juventus,Lazio,2-0,A
2015-04-18,Ternana,Perugia,0-0,B
2015-04-18,Bologna,Spezia,0-0,B
2015-04-18,Pescara,Modena,1-0,B
2015-04-18,Crotone,Lanciano,1-1,B
2015-04-18,Trapani,Bari,1-1,B
2015-04-18,Carpi,Brescia,3-0,B
2015-04-19,Inter,Milan,0-0,A
2015-04-19,Cagliari,Napoli,0-3,A
2015-04-19,Roma,Atalanta,1-1,A
2015-04-19,Chievo,Udinese,1-1,A
2015-04-19,Sassuolo,Torino,1-1,A
2015-04-19,Empoli,Parma,2-2,A
2015-04-19,Palermo,Genoa,2-1,A
2015-04-19,Livorno,Frosinone,0-0,B
2015-04-19,Latina,Catania,1-2,B
2015-04-19,Varese,Avellino,1-1,B
2015-04-20,Fiorentina,Verona,0-1,A
2015-04-20,Entella,Pro Vercelli,0-0,B
2015-04-24,Bari,Bologna,1-1,B
2015-04-24,Catania,Ternana,2-0,B
2015-04-25,Inter,Roma,2-1,A
2015-04-25,Udinese,Milan,2-1,A
2015-04-25,Lanciano,Pescara,0-1,B
2015-04-25,Brescia,Cittadella,0-0,B
2015-04-25,Avellino,Entella,1-1,B
2015-04-25,Pro Vercelli,Latina,1-1,B
2015-04-25,Frosinone,Carpi,1-0,B
2015-04-25,Perugia,Livorno,1-1,B
2015-04-25,Vicenza,Varese,1-0,B
2015-04-25,Spezia,Trapani,3-0,B
2015-04-25,Modena,Crotone,3-0,B
2015-04-26,Lazio,Chievo,1-1,A
2015-04-26,Fiorentina,Cagliari,1-3,A
2015-04-26,Parma,Palermo,1-0,A
2015-04-26,Atalanta,Empoli,2-2,A
2015-04-26,Torino,Juventus,2-1,A
2015-04-26,Genoa,Cesena,3-1,A
2015-04-26,Verona,Sassuolo,3-2,A
2015-04-26,Napoli,Sampdoria,4-2,A
2015-04-27,Bologna,Catania,2-0,B
2015-04-28,Udinese,Inter,1-2,A
2015-04-28,Carpi,Bari,0-0,B
2015-04-28,Entella,Varese,0-1,B
2015-04-28,Latina,Perugia,0-0,B
2015-04-28,Ternana,Frosinone,0-1,B
2015-04-28,Pescara,Pro Vercelli,1-0,B
2015-04-28,Cittadella,Spezia,1-3,B
2015-04-28,Livorno,Modena,1-1,B
2015-04-28,Trapani,Lanciano,1-0,B
2015-04-28,Crotone,Avellino,2-0,B
2015-04-28,Brescia,Vicenza,3-0,B
2015-04-29,Sassuolo,Roma,0-3,A
2015-04-29,Chievo,Cagliari,1-0,A
2015-04-29,Milan,Genoa,1-3,A
2015-04-29,Sampdoria,Verona,1-1,A
2015-04-29,Cesena,Atalanta,2-2,A
2015-04-29,Palermo,Torino,2-2,A
2015-04-29,Juventus,Fiorentina,3-2,A
2015-04-29,Lazio,Parma,4-0,A
2015-04-30,Empoli,Napoli,4-2,A
2015-05-01,Lazio,Sampdoria,3-0,A
2015-05-09,Cesena,Brescia,2-0,B
2015-05-10,Trapani,Perugia,0-0,B
2015-05-12,Inter,Genoa,1-0,A
2015-05-12,Torino,Roma,1-1,A
2015-05-12,Pro Vercelli,Ternana,1-2,B
2015-05-12,Crotone,Cesena,2-0,B
2015-05-12,Pescara,Spezia,2-2,B
2015-05-12,Trapani,Avellino,2-1,B
2015-05-12,Bari,Ascoli,3-0,B
2015-05-12,Latina,Livorno,3-1,B
2015-05-12,Novara,Lanciano,4-1,B
2015-05-15,Perugia,Carpi,2-0,B
2015-05-16,Sampdoria,Lazio,0-1,A
2015-05-16,Inter,Juventus,1-2,A
2015-05-16,Lanciano,Spezia,0-2,B
2015-05-16,Pro Vercelli,Bologna,1-1,B
2015-05-16,Avellino,Trapani,1-1,B
2015-05-16,Modena,Ternana,1-2,B
2015-05-16,Livorno,Vicenza,1-1,B
2015-05-16,Catania,Cittadella,2-3,B
2015-05-16,Varese,Pescara,2-1,B
2015-05-16,Entella,Latina,2-0,B
2015-05-16,Bari,Brescia,3-2,B
2015-05-16,Frosinone,Crotone,3-1,B
2015-05-17,Cagliari,Palermo,0-1,A
2015-05-17,Atalanta,Genoa,1-4,A
2015-05-17,Torino,Chievo,2-0,A
2015-05-17,Verona,Empoli,2-1,A
2015-05-17,Roma,Udinese,2-1,A
2015-05-17,Sassuolo,Milan,3-2,A
2015-05-18,Napoli,Cesena,3-2,A
2015-05-18,Fiorentina,Parma,3-0,A
2015-05-22,Crotone,Entella,0-0,B
2015-05-22,Carpi,Catania,0-0,B
2015-05-22,Cittadella,Perugia,0-2,B
2015-05-22,Bologna,Lanciano,1-0,B
2015-05-22,Latina,Modena,1-1,B
2015-05-22,Spezia,Bari,1-0,B
2015-05-22,Ternana,Varese,2-0,B
2015-05-22,Trapani,Pro Vercelli,2-1,B
2015-05-22,Vicenza,Frosinone,2-1,B
2015-05-22,Pescara,Livorno,3-0,B
2015-05-22,Brescia,Avellino,3-2,B
2015-05-23,Juventus,Napoli,3-1,A
2015-05-23,Genoa,Inter,3-2,A
2015-05-24,Cesena,Cagliari,0-1,A
2015-05-24,Udinese,Sassuolo,0-1,A
2015-05-24,Empoli,Sampdoria,1-1,A
2015-05-24,Chievo,Atalanta,1-1,A
2015-05-24,Palermo,Fiorentina,2-3,A
2015-05-24,Parma,Verona,2-2,A
2015-05-24,Milan,Torino,3-0,A
2015-05-25,Lazio,Roma,1-2,A
2015-05-30,Atalanta,Milan,1-3,A
2015-05-30,Verona,Juventus,2-2,A
2015-05-31,Roma,Palermo,1-2,A
2015-05-31,Sampdoria,Parma,2-2,A
2015-05-31,Napoli,Lazio,2-4,A
2015-05-31,Fiorentina,Chievo,3-0,A
2015-05-31,Sassuolo,Genoa,3-1,A
2015-05-31,Inter,Empoli,4-3,A
2015-05-31,Cagliari,Udinese,4-3,A
2015-05-31,Torino,Cesena,5-0,A
2015-06-01,Chievo,Torino,0-0,A
2015-06-01,Empoli,Verona,0-0,A
2015-06-01,Udinese,Roma,0-1,A
2015-06-01,Cesena,Napoli,1-4,A
2015-06-01,Milan,Sassuolo,1-2,A
2015-06-01,Juventus,Inter,1-1,A
2015-06-01,Parma,Fiorentina,1-0,A
2015-06-01,Genoa,Atalanta,2-2,A
2015-06-01,Palermo,Cagliari,5-0,A
2015-06-02,Trapani,Carpi,0-0,B
2015-06-05,Torino,Empoli,0-1,A
2015-06-09,Modena,Vicenza,0-1,B
2015-06-09,Novara,Latina,1-1,B
2015-06-09,Perugia,Como,2-0,B
2015-06-09,Pro Vercelli,Lanciano,2-1,B
2015-06-09,Salernitana,Avellino,3-1,B
2015-06-09,Trapani,Ternana,3-0,B
2015-06-09,Livorno,Pescara,4-0,B
2015-06-09,Bari,Spezia,4-3,B
2015-06-11,Bari,Salernitana,2-1,B
2015-06-12,Carpi,Milan,0-0,A
2015-06-12,Frosinone,Chievo,0-2,A
2015-06-12,Verona,Empoli,0-1,A
2015-06-12,Sampdoria,Sassuolo,1-3,A
2015-06-12,Atalanta,Palermo,3-0,A
2015-06-12,Bologna,Napoli,3-2,A
2015-06-12,Fiorentina,Udinese,3-0,A
2015-06-12,Vicenza,Salernitana,0-0,B
2015-06-12,Cagliari,Como,1-1,B
2015-07-02,Verona,Torino,1-3,A
2015-07-02,Juventus,Milan,3-1,A
2015-07-02,Crotone,Bologna,0-2,B
2015-07-02,Pescara,Cittadella,1-1,B
2015-07-02,Varese,Pro Vercelli,1-1,B
2015-07-02,Avellino,Latina,1-0,B
2015-07-02,Entella,Spezia,2-0,B
2015-07-02,Frosinone,Lanciano,2-1,B
2015-07-02,Vicenza,Perugia,3-1,B
2015-07-02,Livorno,Bari,5-2,B
2015-07-03,Sampdoria,Cagliari,2-0,A
2015-07-03,Milan,Verona,2-2,A
2015-07-03,Perugia,Lanciano,0-0,B
2015-07-03,Latina,Carpi,0-1,B
2015-07-03,Pro Vercelli,Brescia,0-0,B
2015-07-03,Modena,Frosinone,1-0,B
2015-07-03,Crotone,Trapani,1-0,B
2015-07-03,Varese,Bologna,1-3,B
2015-07-03,Catania,Spezia,2-2,B
2015-07-03,Avellino,Bari,2-0,B
2015-07-03,Pescara,Vicenza,2-2,B
2015-07-03,Livorno,Ternana,3-1,B
2015-07-09,Cagliari,Crotone,4-0,B
2015-07-11,Milan,Atalanta,0-0,A
2015-07-11,Verona,Bologna,0-2,A
2015-07-11,Latina,Cesena,1-0,B
2015-07-11,Pescara,Ternana,1-2,B
2015-07-11,Pro Vercelli,Livorno,1-0,B
2015-07-11,Cagliari,Modena,2-1,B
2015-07-11,Entella,Como,2-2,B
2015-07-11,Vicenza,Ascoli,3-0,B
2015-07-11,Novara,Brescia,4-0,B
2015-07-11,Trapani,Spezia,5-1,B
2015-08-02,Sampdoria,Sassuolo,1-1,A
2015-08-02,Cagliari,Roma,1-2,A
2015-08-02,Empoli,Cesena,2-0,A
2015-08-02,Inter,Palermo,3-0,A
2015-08-02,Fiorentina,Atalanta,3-2,A
2015-08-02,Napoli,Udinese,3-1,A
2015-08-02,Ternana,Brescia,2-1,B
2015-08-03,Chievo,Roma,0-0,A
2015-08-03,Parma,Atalanta,0-0,A
2015-08-03,Cesena,Palermo,0-0,A
2015-08-03,Empoli,Genoa,1-1,A
2015-08-03,Napoli,Inter,2-2,A
2015-08-03,Udinese,Torino,3-2,A
2015-08-04,Parma,Udinese,1-0,A
2015-08-05,Livorno,Entella,2-1,B
2015-08-11,Sampdoria,Fiorentina,0-2,A
2015-08-11,Torino,Inter,0-1,A
2015-08-11,Empoli,Juventus,1-3,A
2015-08-11,Napoli,Udinese,1-0,A
2015-08-11,Palermo,Chievo,1-0,A
2015-08-11,Sassuolo,Carpi,1-0,A
2015-08-11,Roma,Lazio,2-0,A
2015-08-11,Frosinone,Genoa,2-2,A
2015-08-11,Perugia,Lanciano,2-0,B
2015-08-12,Cesena,Trapani,0-0,B
2015-08-12,Ascoli,Ternana,1-0,B
2015-08-12,Entella,Latina,1-0,B
2015-08-12,Avellino,Pro Vercelli,1-0,B
2015-08-12,Perugia,Novara,1-4,B
2015-08-12,Brescia,Pescara,2-0,B
2015-08-12,Modena,Bari,2-1,B
2015-08-22,Verona,Roma,1-1,A
2015-08-22,Lazio,Bologna,2-1,A
2015-08-23,Juventus,Udinese,0-1,A
2015-08-23,Empoli,Chievo,1-3,A
2015-08-23,Frosinone,Torino,1-2,A
2015-08-23,Inter,Atalanta,1-0,A
2015-08-23,Palermo,Genoa,1-0,A
2015-08-23,Fiorentina,Milan,2-0,A
2015-08-23,Sassuolo,Napoli,2-1,A
2015-08-23,Sampdoria,Carpi,5-2,A
2015-08-29,Bologna,Sassuolo,0-1,A
2015-08-29,Milan,Empoli,2-1,A
2015-08-30,Udinese,Palermo,0-1,A
2015-08-30,Carpi,Inter,1-2,A
2015-08-30,Roma,Juventus,2-1,A
2015-08-30,Atalanta,Frosinone,2-0,A
2015-08-30,Genoa,Verona,2-0,A
2015-08-30,Napoli,Sampdoria,2-2,A
2015-08-30,Torino,Fiorentina,3-1,A
2015-08-30,Chievo,Lazio,4-0,A
2015-09-02,Lazio,Genoa,0-1,A
2015-09-03,Juventus,Sassuolo,1-0,A
2015-09-03,Lazio,Fiorentina,4-0,A
2015-09-03,Entella,Cittadella,2-1,B
2015-09-05,Juventus,Cagliari,1-1,A
2015-09-05,Milan,Roma,2-1,A
2015-09-05,Spezia,Vicenza,0-0,B
2015-09-05,Ternana,Pro Vercelli,0-1,B
2015-09-05,Carpi,Lanciano,0-0,B
2015-09-05,Cittadella,Frosinone,1-1,B
2015-09-05,Bologna,Avellino,1-1,B
2015-09-05,Pescara,Perugia,2-2,B
2015-09-05,Latina,Bari,2-0,B
2015-09-05,Trapani,Modena,3-0,B
2015-09-05,Brescia,Catania,4-2,B
2015-09-11,Crotone,Avellino,3-1,B
2015-09-12,Como,Crotone,0-1,B
2015-09-12,Livorno,Salernitana,0-0,B
2015-09-12,Lanciano,Cagliari,1-3,B
2015-09-12,Spezia,Vicenza,1-0,B
2015-09-13,Inter,Milan,1-0,A
2015-09-13,Empoli,Napoli,2-2,A
2015-09-13,Lazio,Udinese,2-0,A
2015-09-13,Palermo,Carpi,2-2,A
2015-09-13,Sassuolo,Atalanta,2-2,A
2015-09-13,Verona,Torino,2-2,A
2015-09-13,Spezia,Pro Vercelli,1-1,B
2015-09-14,Sampdoria,Bologna,2-0,A
2015-09-14,Latina,Trapani,1-1,B
2015-09-15,Ascoli,Entella,1-0,B
2015-09-18,Modena,Ternana,1-0,B
2015-09-18,Livorno,Brescia,3-1,B
2015-09-19,Udinese,Empoli,1-2,A
2015-09-19,Milan,Palermo,3-2,A
2015-09-19,Bari,Pescara,0-0,B
2015-09-19,Perugia,Crotone,0-0,B
2015-09-19,Salernitana,Spezia,0-2,B
2015-09-19,Ascoli,Cesena,1-3,B
2015-09-19,Novara,Entella,1-0,B
2015-09-19,Pro Vercelli,Latina,1-1,B
2015-09-19,Trapani,Lanciano,1-1,B
2015-09-19,Cagliari,Avellino,2-1,B
2015-09-19,Vicenza,Como,3-3,B
2015-09-20,Carpi,Fiorentina,0-1,A
2015-09-20,Chievo,Inter,0-1,A
2015-09-20,Genoa,Juventus,0-2,A
2015-09-20,Atalanta,Verona,1-1,A
2015-09-20,Bologna,Frosinone,1-0,A
2015-09-20,Roma,Sassuolo,2-2,A
2015-09-20,Torino,Sampdoria,2-0,A
2015-09-20,Napoli,Lazio,5-0,A
2015-09-21,Ternana,Livorno,2-3,B
2015-09-22,Udinese,Milan,2-3,A
2015-09-22,Avellino,Novara,0-0,B
2015-09-22,Como,Trapani,0-0,B
2015-09-22,Lanciano,Vicenza,0-0,B
2015-09-22,Entella,Cagliari,1-3,B
2015-09-22,Latina,Ascoli,1-0,B
2015-09-22,Pescara,Salernitana,1-1,B
2015-09-22,Spezia,Perugia,1-0,B
2015-09-22,Brescia,Pro Vercelli,2-0,B
2015-09-22,Cesena,Modena,2-0,B
2015-09-22,Crotone,Bari,4-1,B
2015-09-23,Carpi,Napoli,0-0,A
2015-09-23,Palermo,Sassuolo,0-1,A
2015-09-23,Chievo,Torino,1-0,A
2015-09-23,Inter,Verona,1-0,A
2015-09-23,Juventus,Frosinone,1-1,A
2015-09-23,Fiorentina,Bologna,2-0,A
2015-09-23,Lazio,Genoa,2-0,A
2015-09-23,Sampdoria,Roma,2-1,A
2015-09-24,Empoli,Atalanta,0-1,A
2015-09-26,Napoli,Juventus,2-1,A
2015-09-26,Roma,Carpi,5-1,A
2015-09-26,Ascoli,Brescia,0-0,B
2015-09-26,Perugia,Cesena,0-0,B
2015-09-26,Pro Vercelli,Crotone,0-2,B
2015-09-26,Livorno,Spezia,1-2,B
2015-09-26,Modena,Lanciano,1-0,B
2015-09-26,Salernitana,Ternana,2-1,B
2015-09-26,Vicenza,Pescara,2-2,B
2015-09-26,Cagliari,Latina,3-2,B
2015-09-26,Trapani,Entella,4-2,B
2015-09-27,Bologna,Udinese,1-2,A
2015-09-27,Genoa,Milan,1-0,A
2015-09-27,Inter,Fiorentina,1-4,A
2015-09-27,Sassuolo,Chievo,1-1,A
2015-09-27,Verona,Lazio,1-2,A
2015-09-27,Torino,Palermo,2-1,A
2015-09-27,Bari,Avellino,2-1,B
2015-09-28,Atalanta,Sampdoria,2-1,A
2015-09-28,Frosinone,Empoli,2-0,A
2015-09-28,Novara,Como,0-2,B
2015-10-01,Sassuolo,Udinese,1-1,A
2015-10-01,Torino,Milan,1-1,A
2015-10-03,Modena,Catania,0-0,B
2015-10-04,Vicenza,Avellino,1-0,B
2015-10-05,Udinese,Sampdoria,1-4,A
2015-10-05,Lazio,Inter,1-2,A
2015-10-05,Parma,Napoli,2-2,A
2015-10-05,Empoli,Fiorentina,2-3,A
2015-10-05,Palermo,Atalanta,2-3,A
2015-10-05,Chievo,Verona,2-2,A
2015-10-05,Cesena,Sassuolo,2-3,A
2015-10-05,Crotone,Varese,1-0,B
2015-10-10,Pro Vercelli,Novara,0-1,B
2015-10-10,Vicenza,Crotone,0-0,B
2015-10-16,Avellino,Brescia,3-3,B
2015-10-17,Torino,Milan,1-1,A
2015-10-17,Roma,Empoli,3-1,A
2015-10-17,Trapani,Pescara,0-3,B
2015-10-17,Entella,Salernitana,1-0,B
2015-10-17,Lanciano,Como,1-0,B
2015-10-17,Novara,Cagliari,1-0,B
2015-10-17,Modena,Ascoli,2-1,B
2015-10-17,Pro Vercelli,Vicenza,2-1,B
2015-10-17,Crotone,Livorno,3-0,B
2015-10-17,Ternana,Bari,3-0,B
2015-10-18,Bologna,Palermo,0-1,A
2015-10-18,Inter,Juventus,0-0,A
2015-10-18,Verona,Udinese,1-1,A
2015-10-18,Frosinone,Sampdoria,2-0,A
2015-10-18,Napoli,Fiorentina,2-1,A
2015-10-18,Sassuolo,Lazio,2-1,A
2015-10-18,Atalanta,Carpi,3-0,A
2015-10-18,Genoa,Chievo,3-2,A
2015-10-18,Latina,Perugia,2-1,B
2015-10-19,Cesena,Spezia,5-1,B
2015-10-23,Vicenza,Novara,0-2,B
2015-10-23,Pescara,Pro Vercelli,1-0,B
2015-10-24,Carpi,Bologna,1-2,A
2015-10-24,Palermo,Inter,1-1,A
2015-10-24,Empoli,Genoa,2-0,A
2015-10-24,Ascoli,Crotone,0-1,B
2015-10-24,Bari,Entella,0-0,B
2015-10-24,Ternana,Perugia,0-1,B
2015-10-24,Como,Latina,1-1,B
2015-10-24,Salernitana,Cesena,1-1,B
2015-10-24,Spezia,Avellino,1-1,B
2015-10-24,Brescia,Lanciano,2-1,B
2015-10-24,Livorno,Modena,2-0,B
2015-10-24,Cagliari,Trapani,4-1,B
2015-10-25,Chievo,Napoli,0-1,A
2015-10-25,Fiorentina,Roma,1-2,A
2015-10-25,Udinese,Frosinone,1-0,A
2015-10-25,Milan,Sassuolo,2-1,A
2015-10-25,Juventus,Atalanta,2-0,A
2015-10-25,Lazio,Torino,3-0,A
2015-10-25,Sampdoria,Verona,4-1,A
2015-10-27,Bologna,Inter,0-1,A
2015-10-27,Entella,Livorno,0-0,B
2015-10-27,Perugia,Cagliari,0-0,B
2015-10-27,Pro Vercelli,Bari,0-1,B
2015-10-27,Crotone,Brescia,1-1,B
2015-10-27,Latina,Ternana,1-2,B
2015-10-27,Modena,Spezia,1-1,B
2015-10-27,Trapani,Vicenza,1-2,B
2015-10-27,Lanciano,Salernitana,2-2,B
2015-10-27,Avellino,Ascoli,3-0,B
2015-10-27,Cesena,Como,3-1,B
2015-10-28,Verona,Fiorentina,0-2,A
2015-10-28,Milan,Chievo,1-0,A
2015-10-28,Sassuolo,Juventus,1-0,A
2015-10-28,Atalanta,Lazio,2-1,A
2015-10-28,Frosinone,Carpi,2-1,A
2015-10-28,Napoli,Palermo,2-0,A
2015-10-28,Roma,Udinese,3-1,A
2015-10-28,Torino,Genoa,3-3,A
2015-10-29,Sampdoria,Empoli,1-1,A
2015-10-31,Inter,Roma,1-0,A
2015-10-31,Juventus,Torino,2-1,A
2015-10-31,Ascoli,Pro Vercelli,0-1,B
2015-10-31,Ternana,Avellino,0-3,B
2015-10-31,Bari,Novara,1-1,B
2015-10-31,Brescia,Latina,1-0,B
2015-10-31,Como,Modena,1-1,B
2015-10-31,Salernitana,Perugia,1-1,B
2015-10-31,Cesena,Lanciano,2-0,B
2015-10-31,Livorno,Trapani,2-0,B
2015-10-31,Pescara,Crotone,4-1,B
2015-11-01,Sampdoria,Empoli,1-0,A
2015-11-01,Napoli,Juventus,1-3,A
2015-11-01,Atalanta,Chievo,1-1,A
2015-11-01,Cagliari,Cesena,2-1,A
2015-11-01,Roma,Lazio,2-2,A
2015-11-01,Verona,Parma,3-1,A
2015-11-01,Inter,Genoa,3-1,A
2015-11-01,Fiorentina,Palermo,4-3,A
2015-11-02,Parma,Chievo,0-1,A
2015-11-04,Verona,Inter,0-3,A
2015-11-04,Parma,Juventus,1-0,A
2015-11-04,Genoa,Cagliari,2-0,A
2015-11-04,Spezia,Ternana,0-1,B
2015-11-04,Cittadella,Carpi,0-1,B
2015-11-04,Lanciano,Latina,1-1,B
2015-11-04,Bari,Crotone,1-1,B
2015-11-04,Brescia,Bologna,1-1,B
2015-11-04,Modena,Entella,2-0,B
2015-11-04,Frosinone,Pescara,2-1,B
2015-11-04,Pro Vercelli,Livorno,3-3,B
2015-11-04,Catania,Trapani,4-1,B
2015-11-05,Genoa,Torino,5-1,A
2015-11-09,Pescara,Perugia,2-1,B
2015-11-10,Modena,Latina,0-2,B
2015-11-10,Perugia,Entella,0-0,B
2015-11-10,Salernitana,Trapani,0-1,B
2015-11-10,Bari,Lanciano,1-0,B
2015-11-10,Como,Brescia,1-3,B
2015-11-10,Livorno,Avellino,1-1,B
2015-11-10,Spezia,Ternana,1-0,B
2015-11-10,Ascoli,Pescara,3-1,B
2015-11-10,Cagliari,Cesena,3-1,B
2015-11-14,Modena,Pro Vercelli,1-0,B
2015-11-14,Livorno,Vicenza,2-2,B
2015-11-15,Cesena,Bari,0-2,B
2015-11-15,Como,Pescara,0-2,B
2015-11-15,Spezia,Cagliari,0-3,B
2015-11-15,Ascoli,Perugia,1-0,B
2015-11-15,Lanciano,Crotone,1-1,B
2015-11-15,Salernitana,Novara,1-0,B
2015-11-15,Ternana,Entella,1-2,B
2015-11-15,Avellino,Latina,3-1,B
2015-11-15,Brescia,Trapani,3-0,B
2015-11-20,Pescara,Avellino,3-2,B
2015-11-21,Juventus,Milan,1-0,A
2015-11-21,Bologna,Roma,2-2,A
2015-11-21,Entella,Lanciano,1-1,B
2015-11-21,Novara,Spezia,1-0,B
2015-11-21,Vicenza,Cesena,1-1,B
2015-11-21,Latina,Salernitana,2-2,B
2015-11-21,Pro Vercelli,Como,2-0,B
2015-11-21,Trapani,Modena,2-1,B
2015-11-21,Crotone,Ternana,3-0,B
2015-11-21,Perugia,Brescia,4-0,B
2015-11-22,Atalanta,Torino,0-1,A
2015-11-22,Verona,Napoli,0-2,A
2015-11-22,Carpi,Chievo,1-2,A
2015-11-22,Lazio,Palermo,1-1,A
2015-11-22,Udinese,Sampdoria,1-0,A
2015-11-22,Fiorentina,Empoli,2-2,A
2015-11-22,Genoa,Sassuolo,2-1,A
2015-11-22,Inter,Frosinone,4-0,A
2015-11-22,Bari,Livorno,1-0,B
2015-11-23,Cagliari,Ascoli,3-0,B
2015-11-27,Spezia,Crotone,0-1,B
2015-11-27,Cesena,Pescara,1-0,B
2015-11-27,Salernitana,Pro Vercelli,1-2,B
2015-11-28,Torino,Bologna,2-0,A
2015-11-28,Milan,Sampdoria,4-1,A
2015-11-28,Livorno,Novara,0-1,B
2015-11-28,Modena,Entella,0-1,B
2015-11-28,Avellino,Perugia,1-2,B
2015-11-28,Como,Bari,1-1,B
2015-11-28,Lanciano,Latina,2-1,B
2015-11-28,Ternana,Vicenza,2-0,B
2015-11-28,Brescia,Cagliari,4-0,B
2015-11-29,Roma,Atalanta,0-2,A
2015-11-29,Palermo,Juventus,0-3,A
2015-11-29,Empoli,Lazio,1-0,A
2015-11-29,Genoa,Carpi,1-2,A
2015-11-29,Chievo,Udinese,2-3,A
2015-11-29,Frosinone,Verona,3-2,A
2015-11-29,Ascoli,Trapani,0-0,B
2015-11-30,Sassuolo,Fiorentina,1-1,A
2015-11-30,Napoli,Inter,2-1,A
2015-12-04,Cesena,Chievo,0-1,A
2015-12-04,Udinese,Palermo,1-3,A
2015-12-04,Milan,Sampdoria,1-1,A
2015-12-04,Torino,Roma,1-1,A
2015-12-04,Atalanta,Sassuolo,2-1,A
2015-12-04,Napoli,Fiorentina,3-0,A
2015-12-04,Lazio,Empoli,4-0,A
2015-12-09,Frosinone,Roma,0-2,A
2015-12-09,Fiorentina,Genoa,1-0,A
2015-12-09,Juventus,Chievo,1-1,A
2015-12-09,Vicenza,Bari,0-0,B
2015-12-09,Como,Livorno,1-2,B
2015-12-09,Ternana,Cagliari,1-1,B
2015-12-09,Avellino,Modena,2-0,B
2015-12-09,Brescia,Salernitana,2-2,B
2015-12-09,Crotone,Novara,2-1,B
2015-12-09,Entella,Cesena,2-1,B
2015-12-09,Lanciano,Ascoli,2-0,B
2015-12-12,Genoa,Bologna,0-1,A
2015-12-12,Udinese,Inter,0-4,A
2015-12-12,Palermo,Frosinone,4-1,A
2015-12-12,Livorno,Cagliari,1-1,B
2015-12-12,Vicenza,Brescia,1-2,B
2015-12-12,Pescara,Entella,2-0,B
2015-12-12,Pro Vercelli,Cesena,2-0,B
2015-12-12,Salernitana,Ascoli,2-0,B
2015-12-12,Spezia,Latina,2-1,B
2015-12-12,Avellino,Lanciano,3-2,B
2015-12-12,Ternana,Como,4-0,B
2015-12-13,Napoli,Roma,0-0,A
2015-12-13,Milan,Verona,1-1,A
2015-12-13,Chievo,Atalanta,1-0,A
2015-12-13,Empoli,Carpi,3-0,A
2015-12-13,Juventus,Fiorentina,3-1,A
2015-12-13,Bari,Perugia,1-0,B
2015-12-13,Crotone,Modena,1-0,B
2015-12-14,Lazio,Sampdoria,1-1,A
2015-12-14,Novara,Trapani,4-1,B
2015-12-18,Modena,Salernitana,2-0,B
2015-12-18,Perugia,Livorno,4-1,B
2015-12-19,Bologna,Empoli,2-3,A
2015-12-19,Como,Avellino,0-1,B
2015-12-19,Ascoli,Novara,1-3,B
2015-12-19,Brescia,Spezia,1-1,B
2015-12-19,Lanciano,Pescara,1-2,B
